Type,Ligne,Identifiant de l'élément,Structure,Statut de l'élément,Nom base français,Nom attribut français,Nom frontière français,Code de la catégorie,Tags français,Unité français,Contributeur,Programme,Url du programme,Source,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O,Code gaz supplémentaire 1,Valeur gaz supplémentaire 1,Code gaz supplémentaire 2,Valeur gaz supplémentaire 2,Code gaz supplémentaire 3,Valeur gaz supplémentaire 3,Code gaz supplémentaire 4,Valeur gaz supplémentaire 4,Code gaz supplémentaire 5,Valeur gaz supplémentaire 5,Autres GES,CO2b
,Elément,15564,élément décomposé par poste et par gaz,Valide générique,Electricité,centrale fioul,production,Electricité > Moyen de production > Conventionnels,Moyen de production d'électricité.centrale fioul,kgCO2e/kWh,ADEME,,,,France continentale,France continentale,Novembre 2014,Decembre 2018,déc.-21,10%,,,,,,,,,,,,,0.73,0.73,0,0,0,,,,,,,,,,,0,0
,Poste,15564,élément décomposé par poste et par gaz,Valide générique,Electricité,centrale fioul,production,Electricité > Moyen de production > Conventionnels,Moyen de production d'électricité.centrale fioul,kgCO2e/kWh,ADEME,,,,France continentale,France continentale,Novembre 2014,Decembre 2018,déc.-21,10%,,,,,,,,,,,Combustion,,0.628,0.628,0,0,0,,,,,,,,,,,0,0
,Poste,15564,élément décomposé par poste et par gaz,Valide générique,Electricité,centrale fioul,production,Electricité > Moyen de production > Conventionnels,Moyen de production d'électricité.centrale fioul,kgCO2e/kWh,ADEME,,,,France continentale,France continentale,Novembre 2014,Decembre 2018,déc.-21,10%,,,,,,,,,,,Amont,,0.102,0.102,0,0,0,,,,,,,,,,,0,0
,Elément,15565,élément décomposé par poste et par gaz,Valide générique,Electricité,centrale charbon,production,Electricité > Moyen de production > Conventionnels,Moyen de production d'électricité.centrale charbon,kgCO2e/kWh,ADEME,,,,France continentale,France continentale,Novembre 2014,Decembre 2018,déc.-21,10%,,,,,,,,,,,,,1.06,1.06,0,0,0,,,,,,,,,,,0,0
,Poste,15565,élément décomposé par poste et par gaz,Valide générique,Electricité,centrale charbon,production,Electricité > Moyen de production > Conventionnels,Moyen de production d'électricité.centrale charbon,kgCO2e/kWh,ADEME,,,,France continentale,France continentale,Novembre 2014,Decembre 2018,déc.-21,10%,,,,,,,,,,,Combustion,,0.969,0.969,0,0,0,,,,,,,,,,,0,0
,Poste,15565,élément décomposé par poste et par gaz,Valide générique,Electricité,centrale charbon,production,Electricité > Moyen de production > Conventionnels,Moyen de production d'électricité.centrale charbon,kgCO2e/kWh,ADEME,,,,France continentale,France continentale,Novembre 2014,Decembre 2018,déc.-21,10%,,,,,,,,,,,Amont,,0.089,0.089,0,0,0,,,,,,,,,,,0,0
,Elément,15566,élément décomposé par poste et par gaz,Valide générique,Electricité,centrale nucléaire,production,Electricité > Moyen de production > Conventionnels,Moyen de production d'électricité.centrale nucléaire,kgCO2e/kWh,ADEME,,,,France continentale,France continentale,Novembre 2014,Decembre 2018,déc.-21,10%,,,,,,,,,,,,,6.00E-3,6.00E-3,0,0,0,,,,,,,,,,,0,0
,Poste,15566,élément décomposé par poste et par gaz,Valide générique,Electricité,centrale nucléaire,production,Electricité > Moyen de production > Conventionnels,Moyen de production d'électricité.centrale nucléaire,kgCO2e/kWh,ADEME,,,,France continentale,France continentale,Novembre 2014,Decembre 2018,déc.-21,10%,,,,,,,,,,,Combustion,,0,0,0,0,0,,,,,,,,,,,0,0
,Poste,15566,élément décomposé par poste et par gaz,Valide générique,Electricité,centrale nucléaire,production,Electricité > Moyen de production > Conventionnels,Moyen de production d'électricité.centrale nucléaire,kgCO2e/kWh,ADEME,,,,France continentale,France continentale,Novembre 2014,Decembre 2018,déc.-21,10%,,,,,,,,,,,Amont,,6.00E-3,6.00E-3,0,0,0,,,,,,,,,,,0,0
,Elément,15569,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,Guadeloupe hors COM,Novembre 2014,Septembre 2018,déc-17,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,,,0.906,0.893,1.56E-3,0,5.56E-3,SF6,6.16E-3,,,,,,,,,0,0
,Poste,15569,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,Guadeloupe hors COM,Novembre 2014,Septembre 2018,déc-17,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Combustion à la centrale,,0.793,0.786,1.56E-3,0,5.56E-3,SF6,0,,,,,,,,,0,0
,Poste,15569,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,Guadeloupe hors COM,Novembre 2014,Septembre 2018,déc-17,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Emissions fugitives,Perte SF6 des transformateurs,6.16E-3,0,0,0,0,SF6,6.16E-3,,,,,,,,,0,0
,Poste,15569,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,Guadeloupe hors COM,Novembre 2014,Septembre 2018,déc-17,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Amont,Amont des combustibles et amortissement centrale,0.107,0.107,0,0,0,SF6,0,,,,,,,,,0,0
,Elément,15572,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,St Pierre et Miquelon,Novembre 2014,Septembre 2018,déc-17,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,,,0.943,0.933,1.28E-3,0,4.25E-3,SF6,4.79E-3,,,,,,,,,0,0
,Poste,15572,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,St Pierre et Miquelon,Novembre 2014,Septembre 2018,déc-17,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Combustion à la centrale,,0.81,0.805,1.28E-3,0,4.25E-3,SF6,0,,,,,,,,,0,0
,Poste,15572,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,St Pierre et Miquelon,Novembre 2014,Septembre 2018,déc-17,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Emissions fugitives,Perte SF6 des transformateurs,4.79E-3,0,0,0,0,SF6,4.79E-3,,,,,,,,,0,0
,Poste,15572,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,St Pierre et Miquelon,Novembre 2014,Septembre 2018,déc-17,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Amont,Amont des combustibles et amortissement centrale,0.128,0.128,0,0,0,SF6,0,,,,,,,,,0,0
,Elément,15573,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,St Martin,Novembre 2014,Septembre 2018,déc-17,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,,,0.819,0.81,1.15E-3,0,3.80E-3,SF6,4.33E-3,,,,,,,,,0,0
,Poste,15573,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,St Martin,Novembre 2014,Septembre 2018,déc-17,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Combustion à la centrale,,0.718,0.713,1.15E-3,0,3.80E-3,SF6,0,,,,,,,,,0,0
,Poste,15573,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,St Martin,Novembre 2014,Septembre 2018,déc-17,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Emissions fugitives,Perte SF6 des transformateurs,4.33E-3,0,0,0,0,SF6,4.33E-3,,,,,,,,,0,0
,Poste,15573,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,St Martin,Novembre 2014,Septembre 2018,déc-17,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Amont,Amont des combustibles et amortissement centrale,0.0972,0.0972,0,0,0,SF6,0,,,,,,,,,0,0
,Elément,15574,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,St Barthélémy,Novembre 2014,Septembre 2018,déc.-18,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,,,0.859,0.849,1.20E-3,0,3.98E-3,,,,,,,,,,,5.09E-3,0
,Poste,15574,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,St Barthélémy,Novembre 2014,Septembre 2018,déc.-18,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Combustion à la centrale,,0.752,0.747,1.20E-3,0,3.98E-3,,,,,,,,,,,0,0
,Poste,15574,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,St Barthélémy,Novembre 2014,Septembre 2018,déc.-18,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Transport et distribution,Perte SF6 des transformateurs,5.09E-3,0,0,0,0,,,,,,,,,,,5.09E-3,0
,Poste,15574,élément décomposé par poste et par gaz,Valide générique,Électricité,mix moyen,consommation,Electricité > Mix réseau électrique > Outre mer,Electricité France outre mer,kgCO2e/kWh,ADEME,,,,Outre-mer,St Barthélémy,Novembre 2014,Septembre 2018,déc.-18,15%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Amont,Amont des combustibles et amortissement centrale,0.102,0.102,0,0,0,,,,,,,,,,,0,0
,Elément,15576,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Canada",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Canada,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.186,,,,,,,,,,,,,,,,
,Elément,15577,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Chili",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Chili,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,
,Elément,15578,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Mexique",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Mexique,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.455,,,,,,,,,,,,,,,,
,Elément,15579,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, États-Unis",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,États-Unis,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.522,,,,,,,,,,,,,,,,
,Elément,15580,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Australie",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Australie,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.841,,,,,,,,,,,,,,,,
,Elément,15581,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Israël",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Israël,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.689,,,,,,,,,,,,,,,,
,Elément,15582,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Japon",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Japon,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.416,,,,,,,,,,,,,,,,
,Elément,15583,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Corée du sud",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Corée du sud,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.533,,,,,,,,,,,,,,,,
,Elément,15584,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Nouvelle-Zélande",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Nouvelle-Zélande,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,
,Elément,15585,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Autriche",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Autriche,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.188,,,,,,,,,,,,,,,,
,Elément,15586,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Belgique",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Belgique,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,
,Elément,15587,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, République Tchèque",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,République Tchèque,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.589,,,,,,,,,,,,,,,,
,Elément,15588,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Danemark",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Danemark,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,
,Elément,15589,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Estonie",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Estonie,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,
,Elément,15590,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Finlande",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Finlande,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.229,,,,,,,,,,,,,,,,
,Elément,15591,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, France",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,France,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.0791,,,,,,,,,,,,,,,,
,Elément,15592,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Allemagne",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Allemagne,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.461,,,,,,,,,,,,,,,,
,Elément,15593,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Grèce",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Grèce,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.718,,,,,,,,,,,,,,,,
,Elément,15594,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Hongrie",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Hongrie,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.317,,,,,,,,,,,,,,,,
,Elément,15595,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Islande",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Islande,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,1.83E-4,,,,,,,,,,,,,,,,
,Elément,15596,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Irlande",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Irlande,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.458,,,,,,,,,,,,,,,,
,Elément,15597,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Italie",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Italie,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.406,,,,,,,,,,,,,,,,
,Elément,15598,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Luxembourg",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Luxembourg,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,
,Elément,15599,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Pays-Bas",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Pays-Bas,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.415,,,,,,,,,,,,,,,,
,Elément,15600,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Norvège",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Norvège,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.0167,,,,,,,,,,,,,,,,
,Elément,15601,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Pologne",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Pologne,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.781,,,,,,,,,,,,,,,,
,Elément,15602,élément non décomposé,Valide générique,Électricité,mix moyen,,Electricité > Mix réseau électrique > Autres pays du monde,"Electricité hors France, Portugal",kgCO2e/kWh,ADEME,CO2 emissions from fuel combustion - hightlights 2013,http://www.iea.org/statistics/topics/co2emissions/,AIE (Agence Internationale de l'Energie),Autre pays du monde,Portugal,Novembre 2014,Novembre 2014,déc-17,10%,,,,,,,,,,,,,0.255,,,,,,,,,,,,,,,,
